,name,group_order,prd_tuples
858,B_3^2+A_3^1+A_3^1,81,"[(3, 2, 2), (3, 1, 1), (3, 1, 1)]"
859,A_3^1+A_3^1+A_3^1+A_3^1,81,"[(3, 1, 1), (3, 1, 1), (3, 1, 1), (3, 1, 1)]"
860,A_2^1+A_41^1,82,"[(2, 1, 1), (41, 1, 1)]"
861,B_2^1+A_41^1,82,"[(2, 1, 2), (41, 1, 1)]"
862,A_2^1+B_41^1,82,"[(2, 1, 1), (41, 1, 2)]"
863,B_2^1+B_41^1,82,"[(2, 1, 2), (41, 1, 2)]"
864,A_83^1,83,"[(83, 1, 1)]"
865,B_83^1,83,"[(83, 1, 2)]"
866,A_2^2+A_3^1+A_7^1,84,"[(2, 2, 1), (3, 1, 1), (7, 1, 1)]"
867,B_2^2+A_3^1+A_7^1,84,"[(2, 2, 2), (3, 1, 1), (7, 1, 1)]"
868,C_2^2+A_3^1+A_7^1,84,"[(2, 2, 3), (3, 1, 1), (7, 1, 1)]"
869,D_2^2+A_3^1+A_7^1,84,"[(2, 2, 4), (3, 1, 1), (7, 1, 1)]"
870,A_2^2+B_3^1+A_7^1,84,"[(2, 2, 1), (3, 1, 2), (7, 1, 1)]"
871,B_2^2+B_3^1+A_7^1,84,"[(2, 2, 2), (3, 1, 2), (7, 1, 1)]"
872,C_2^2+B_3^1+A_7^1,84,"[(2, 2, 3), (3, 1, 2), (7, 1, 1)]"
873,D_2^2+B_3^1+A_7^1,84,"[(2, 2, 4), (3, 1, 2), (7, 1, 1)]"
874,A_2^2+A_3^1+B_7^1,84,"[(2, 2, 1), (3, 1, 1), (7, 1, 2)]"
875,B_2^2+A_3^1+B_7^1,84,"[(2, 2, 2), (3, 1, 1), (7, 1, 2)]"
876,C_2^2+A_3^1+B_7^1,84,"[(2, 2, 3), (3, 1, 1), (7, 1, 2)]"
877,D_2^2+A_3^1+B_7^1,84,"[(2, 2, 4), (3, 1, 1), (7, 1, 2)]"
878,A_2^2+B_3^1+B_7^1,84,"[(2, 2, 1), (3, 1, 2), (7, 1, 2)]"
879,B_2^2+B_3^1+B_7^1,84,"[(2, 2, 2), (3, 1, 2), (7, 1, 2)]"
880,C_2^2+B_3^1+B_7^1,84,"[(2, 2, 3), (3, 1, 2), (7, 1, 2)]"
881,D_2^2+B_3^1+B_7^1,84,"[(2, 2, 4), (3, 1, 2), (7, 1, 2)]"
882,A_2^1+A_2^1+A_3^1+A_7^1,84,"[(2, 1, 1), (2, 1, 1), (3, 1, 1), (7, 1, 1)]"
883,A_2^1+B_2^1+A_3^1+A_7^1,84,"[(2, 1, 1), (2, 1, 2), (3, 1, 1), (7, 1, 1)]"
884,B_2^1+B_2^1+A_3^1+A_7^1,84,"[(2, 1, 2), (2, 1, 2), (3, 1, 1), (7, 1, 1)]"
885,E_2^1+A_3^1+A_7^1,84,"[(2, 1, 5), (3, 1, 1), (7, 1, 1)]"
886,F_2^1+A_3^1+A_7^1,84,"[(2, 1, 6), (3, 1, 1), (7, 1, 1)]"
887,A_2^1+A_2^1+B_3^1+A_7^1,84,"[(2, 1, 1), (2, 1, 1), (3, 1, 2), (7, 1, 1)]"
888,A_2^1+B_2^1+B_3^1+A_7^1,84,"[(2, 1, 1), (2, 1, 2), (3, 1, 2), (7, 1, 1)]"
889,B_2^1+B_2^1+B_3^1+A_7^1,84,"[(2, 1, 2), (2, 1, 2), (3, 1, 2), (7, 1, 1)]"
890,E_2^1+B_3^1+A_7^1,84,"[(2, 1, 5), (3, 1, 2), (7, 1, 1)]"
891,F_2^1+B_3^1+A_7^1,84,"[(2, 1, 6), (3, 1, 2), (7, 1, 1)]"
892,A_2^1+A_2^1+A_3^1+B_7^1,84,"[(2, 1, 1), (2, 1, 1), (3, 1, 1), (7, 1, 2)]"
893,A_2^1+B_2^1+A_3^1+B_7^1,84,"[(2, 1, 1), (2, 1, 2), (3, 1, 1), (7, 1, 2)]"
894,B_2^1+B_2^1+A_3^1+B_7^1,84,"[(2, 1, 2), (2, 1, 2), (3, 1, 1), (7, 1, 2)]"
895,E_2^1+A_3^1+B_7^1,84,"[(2, 1, 5), (3, 1, 1), (7, 1, 2)]"
896,F_2^1+A_3^1+B_7^1,84,"[(2, 1, 6), (3, 1, 1), (7, 1, 2)]"
897,A_2^1+A_2^1+B_3^1+B_7^1,84,"[(2, 1, 1), (2, 1, 1), (3, 1, 2), (7, 1, 2)]"
898,A_2^1+B_2^1+B_3^1+B_7^1,84,"[(2, 1, 1), (2, 1, 2), (3, 1, 2), (7, 1, 2)]"
899,B_2^1+B_2^1+B_3^1+B_7^1,84,"[(2, 1, 2), (2, 1, 2), (3, 1, 2), (7, 1, 2)]"
900,E_2^1+B_3^1+B_7^1,84,"[(2, 1, 5), (3, 1, 2), (7, 1, 2)]"
901,F_2^1+B_3^1+B_7^1,84,"[(2, 1, 6), (3, 1, 2), (7, 1, 2)]"
902,A_5^1+A_17^1,85,"[(5, 1, 1), (17, 1, 1)]"
903,B_5^1+A_17^1,85,"[(5, 1, 2), (17, 1, 1)]"
904,A_5^1+B_17^1,85,"[(5, 1, 1), (17, 1, 2)]"
905,B_5^1+B_17^1,85,"[(5, 1, 2), (17, 1, 2)]"
906,A_2^1+A_43^1,86,"[(2, 1, 1), (43, 1, 1)]"
907,B_2^1+A_43^1,86,"[(2, 1, 2), (43, 1, 1)]"
908,A_2^1+B_43^1,86,"[(2, 1, 1), (43, 1, 2)]"
909,B_2^1+B_43^1,86,"[(2, 1, 2), (43, 1, 2)]"
910,A_3^1+A_29^1,87,"[(3, 1, 1), (29, 1, 1)]"
911,B_3^1+A_29^1,87,"[(3, 1, 2), (29, 1, 1)]"
912,A_3^1+B_29^1,87,"[(3, 1, 1), (29, 1, 2)]"
913,B_3^1+B_29^1,87,"[(3, 1, 2), (29, 1, 2)]"
914,A_2^3+A_11^1,88,"[(2, 3, 1), (11, 1, 1)]"
915,B_2^3+A_11^1,88,"[(2, 3, 2), (11, 1, 1)]"
916,C_2^3+A_11^1,88,"[(2, 3, 3), (11, 1, 1)]"
917,D_2^3+A_11^1,88,"[(2, 3, 4), (11, 1, 1)]"
918,A_2^3+B_11^1,88,"[(2, 3, 1), (11, 1, 2)]"
919,B_2^3+B_11^1,88,"[(2, 3, 2), (11, 1, 2)]"
920,C_2^3+B_11^1,88,"[(2, 3, 3), (11, 1, 2)]"
921,D_2^3+B_11^1,88,"[(2, 3, 4), (11, 1, 2)]"
922,A_2^2+A_2^1+A_11^1,88,"[(2, 2, 1), (2, 1, 1), (11, 1, 1)]"
923,B_2^2+A_2^1+A_11^1,88,"[(2, 2, 2), (2, 1, 1), (11, 1, 1)]"
924,C_2^2+A_2^1+A_11^1,88,"[(2, 2, 3), (2, 1, 1), (11, 1, 1)]"
925,D_2^2+A_2^1+A_11^1,88,"[(2, 2, 4), (2, 1, 1), (11, 1, 1)]"
926,A_2^2+A_2^1+B_11^1,88,"[(2, 2, 1), (2, 1, 1), (11, 1, 2)]"
927,B_2^2+A_2^1+B_11^1,88,"[(2, 2, 2), (2, 1, 1), (11, 1, 2)]"
928,C_2^2+A_2^1+B_11^1,88,"[(2, 2, 3), (2, 1, 1), (11, 1, 2)]"
929,D_2^2+A_2^1+B_11^1,88,"[(2, 2, 4), (2, 1, 1), (11, 1, 2)]"
930,A_2^1+A_2^1+A_2^1+A_11^1,88,"[(2, 1, 1), (2, 1, 1), (2, 1, 1), (11, 1, 1)]"
931,A_2^1+A_2^1+B_2^1+A_11^1,88,"[(2, 1, 1), (2, 1, 1), (2, 1, 2), (11, 1, 1)]"
932,A_2^1+B_2^1+B_2^1+A_11^1,88,"[(2, 1, 1), (2, 1, 2), (2, 1, 2), (11, 1, 1)]"
933,B_2^1+B_2^1+B_2^1+A_11^1,88,"[(2, 1, 2), (2, 1, 2), (2, 1, 2), (11, 1, 1)]"
934,A_2^1+A_2^1+A_2^1+B_11^1,88,"[(2, 1, 1), (2, 1, 1), (2, 1, 1), (11, 1, 2)]"
935,A_2^1+A_2^1+B_2^1+B_11^1,88,"[(2, 1, 1), (2, 1, 1), (2, 1, 2), (11, 1, 2)]"
936,A_2^1+B_2^1+B_2^1+B_11^1,88,"[(2, 1, 1), (2, 1, 2), (2, 1, 2), (11, 1, 2)]"
937,B_2^1+B_2^1+B_2^1+B_11^1,88,"[(2, 1, 2), (2, 1, 2), (2, 1, 2), (11, 1, 2)]"
938,A_89^1,89,"[(89, 1, 1)]"
939,B_89^1,89,"[(89, 1, 2)]"
940,A_2^1+A_3^2+A_5^1,90,"[(2, 1, 1), (3, 2, 1), (5, 1, 1)]"
941,B_2^1+A_3^2+A_5^1,90,"[(2, 1, 2), (3, 2, 1), (5, 1, 1)]"
942,A_2^1+B_3^2+A_5^1,90,"[(2, 1, 1), (3, 2, 2), (5, 1, 1)]"
943,B_2^1+B_3^2+A_5^1,90,"[(2, 1, 2), (3, 2, 2), (5, 1, 1)]"
944,A_2^1+A_3^2+B_5^1,90,"[(2, 1, 1), (3, 2, 1), (5, 1, 2)]"
945,B_2^1+A_3^2+B_5^1,90,"[(2, 1, 2), (3, 2, 1), (5, 1, 2)]"
946,A_2^1+B_3^2+B_5^1,90,"[(2, 1, 1), (3, 2, 2), (5, 1, 2)]"
947,B_2^1+B_3^2+B_5^1,90,"[(2, 1, 2), (3, 2, 2), (5, 1, 2)]"
948,A_2^1+A_3^1+A_3^1+A_5^1,90,"[(2, 1, 1), (3, 1, 1), (3, 1, 1), (5, 1, 1)]"
949,B_2^1+A_3^1+A_3^1+A_5^1,90,"[(2, 1, 2), (3, 1, 1), (3, 1, 1), (5, 1, 1)]"
950,A_2^1+A_3^1+A_3^1+B_5^1,90,"[(2, 1, 1), (3, 1, 1), (3, 1, 1), (5, 1, 2)]"
951,B_2^1+A_3^1+A_3^1+B_5^1,90,"[(2, 1, 2), (3, 1, 1), (3, 1, 1), (5, 1, 2)]"
952,A_7^1+A_13^1,91,"[(7, 1, 1), (13, 1, 1)]"
953,B_7^1+A_13^1,91,"[(7, 1, 2), (13, 1, 1)]"
954,A_7^1+B_13^1,91,"[(7, 1, 1), (13, 1, 2)]"
955,B_7^1+B_13^1,91,"[(7, 1, 2), (13, 1, 2)]"
956,A_2^2+A_23^1,92,"[(2, 2, 1), (23, 1, 1)]"
957,B_2^2+A_23^1,92,"[(2, 2, 2), (23, 1, 1)]"
958,C_2^2+A_23^1,92,"[(2, 2, 3), (23, 1, 1)]"
959,D_2^2+A_23^1,92,"[(2, 2, 4), (23, 1, 1)]"
960,A_2^2+B_23^1,92,"[(2, 2, 1), (23, 1, 2)]"
961,B_2^2+B_23^1,92,"[(2, 2, 2), (23, 1, 2)]"
962,C_2^2+B_23^1,92,"[(2, 2, 3), (23, 1, 2)]"
963,D_2^2+B_23^1,92,"[(2, 2, 4), (23, 1, 2)]"
964,A_2^1+A_2^1+A_23^1,92,"[(2, 1, 1), (2, 1, 1), (23, 1, 1)]"
965,A_2^1+B_2^1+A_23^1,92,"[(2, 1, 1), (2, 1, 2), (23, 1, 1)]"
966,B_2^1+B_2^1+A_23^1,92,"[(2, 1, 2), (2, 1, 2), (23, 1, 1)]"
967,E_2^1+A_23^1,92,"[(2, 1, 5), (23, 1, 1)]"
968,F_2^1+A_23^1,92,"[(2, 1, 6), (23, 1, 1)]"
969,A_2^1+A_2^1+B_23^1,92,"[(2, 1, 1), (2, 1, 1), (23, 1, 2)]"
970,A_2^1+B_2^1+B_23^1,92,"[(2, 1, 1), (2, 1, 2), (23, 1, 2)]"
971,B_2^1+B_2^1+B_23^1,92,"[(2, 1, 2), (2, 1, 2), (23, 1, 2)]"
972,E_2^1+B_23^1,92,"[(2, 1, 5), (23, 1, 2)]"
973,F_2^1+B_23^1,92,"[(2, 1, 6), (23, 1, 2)]"
974,A_3^1+A_31^1,93,"[(3, 1, 1), (31, 1, 1)]"
975,B_3^1+A_31^1,93,"[(3, 1, 2), (31, 1, 1)]"
976,A_3^1+B_31^1,93,"[(3, 1, 1), (31, 1, 2)]"
977,B_3^1+B_31^1,93,"[(3, 1, 2), (31, 1, 2)]"
978,A_2^1+A_47^1,94,"[(2, 1, 1), (47, 1, 1)]"
979,B_2^1+A_47^1,94,"[(2, 1, 2), (47, 1, 1)]"
980,A_2^1+B_47^1,94,"[(2, 1, 1), (47, 1, 2)]"
981,B_2^1+B_47^1,94,"[(2, 1, 2), (47, 1, 2)]"
982,A_5^1+A_19^1,95,"[(5, 1, 1), (19, 1, 1)]"
983,B_5^1+A_19^1,95,"[(5, 1, 2), (19, 1, 1)]"
984,A_5^1+B_19^1,95,"[(5, 1, 1), (19, 1, 2)]"
985,B_5^1+B_19^1,95,"[(5, 1, 2), (19, 1, 2)]"
986,A_2^5+A_3^1,96,"[(2, 5, 1), (3, 1, 1)]"
987,B_2^5+A_3^1,96,"[(2, 5, 2), (3, 1, 1)]"
988,C_2^5+A_3^1,96,"[(2, 5, 3), (3, 1, 1)]"
989,D_2^5+A_3^1,96,"[(2, 5, 4), (3, 1, 1)]"
990,A_2^5+B_3^1,96,"[(2, 5, 1), (3, 1, 2)]"
991,B_2^5+B_3^1,96,"[(2, 5, 2), (3, 1, 2)]"
992,C_2^5+B_3^1,96,"[(2, 5, 3), (3, 1, 2)]"
993,D_2^5+B_3^1,96,"[(2, 5, 4), (3, 1, 2)]"
994,A_2^4+A_2^1+A_3^1,96,"[(2, 4, 1), (2, 1, 1), (3, 1, 1)]"
995,B_2^4+A_2^1+A_3^1,96,"[(2, 4, 2), (2, 1, 1), (3, 1, 1)]"
996,C_2^4+A_2^1+A_3^1,96,"[(2, 4, 3), (2, 1, 1), (3, 1, 1)]"
997,D_2^4+A_2^1+A_3^1,96,"[(2, 4, 4), (2, 1, 1), (3, 1, 1)]"
998,A_2^4+B_2^1+A_3^1,96,"[(2, 4, 1), (2, 1, 2), (3, 1, 1)]"
999,B_2^4+B_2^1+A_3^1,96,"[(2, 4, 2), (2, 1, 2), (3, 1, 1)]"
1000,C_2^4+B_2^1+A_3^1,96,"[(2, 4, 3), (2, 1, 2), (3, 1, 1)]"
1001,D_2^4+B_2^1+A_3^1,96,"[(2, 4, 4), (2, 1, 2), (3, 1, 1)]"
1002,A_2^4+A_2^1+B_3^1,96,"[(2, 4, 1), (2, 1, 1), (3, 1, 2)]"
1003,B_2^4+A_2^1+B_3^1,96,"[(2, 4, 2), (2, 1, 1), (3, 1, 2)]"
1004,C_2^4+A_2^1+B_3^1,96,"[(2, 4, 3), (2, 1, 1), (3, 1, 2)]"
1005,D_2^4+A_2^1+B_3^1,96,"[(2, 4, 4), (2, 1, 1), (3, 1, 2)]"
1006,A_2^4+B_2^1+B_3^1,96,"[(2, 4, 1), (2, 1, 2), (3, 1, 2)]"
1007,B_2^4+B_2^1+B_3^1,96,"[(2, 4, 2), (2, 1, 2), (3, 1, 2)]"
1008,C_2^4+B_2^1+B_3^1,96,"[(2, 4, 3), (2, 1, 2), (3, 1, 2)]"
1009,D_2^4+B_2^1+B_3^1,96,"[(2, 4, 4), (2, 1, 2), (3, 1, 2)]"
1010,A_2^3+A_2^2+A_3^1,96,"[(2, 3, 1), (2, 2, 1), (3, 1, 1)]"
1011,B_2^3+A_2^2+A_3^1,96,"[(2, 3, 2), (2, 2, 1), (3, 1, 1)]"
1012,C_2^3+A_2^2+A_3^1,96,"[(2, 3, 3), (2, 2, 1), (3, 1, 1)]"
1013,D_2^3+A_2^2+A_3^1,96,"[(2, 3, 4), (2, 2, 1), (3, 1, 1)]"
1014,B_2^3+B_2^2+A_3^1,96,"[(2, 3, 2), (2, 2, 2), (3, 1, 1)]"
1015,D_2^3+B_2^2+A_3^1,96,"[(2, 3, 4), (2, 2, 2), (3, 1, 1)]"
1016,B_2^3+C_2^2+A_3^1,96,"[(2, 3, 2), (2, 2, 3), (3, 1, 1)]"
1017,D_2^3+C_2^2+A_3^1,96,"[(2, 3, 4), (2, 2, 3), (3, 1, 1)]"
1018,A_2^3+A_2^2+B_3^1,96,"[(2, 3, 1), (2, 2, 1), (3, 1, 2)]"
1019,B_2^3+A_2^2+B_3^1,96,"[(2, 3, 2), (2, 2, 1), (3, 1, 2)]"
1020,C_2^3+A_2^2+B_3^1,96,"[(2, 3, 3), (2, 2, 1), (3, 1, 2)]"
1021,D_2^3+A_2^2+B_3^1,96,"[(2, 3, 4), (2, 2, 1), (3, 1, 2)]"
1022,B_2^3+B_2^2+B_3^1,96,"[(2, 3, 2), (2, 2, 2), (3, 1, 2)]"
1023,D_2^3+B_2^2+B_3^1,96,"[(2, 3, 4), (2, 2, 2), (3, 1, 2)]"
1024,B_2^3+C_2^2+B_3^1,96,"[(2, 3, 2), (2, 2, 3), (3, 1, 2)]"
1025,D_2^3+C_2^2+B_3^1,96,"[(2, 3, 4), (2, 2, 3), (3, 1, 2)]"
1026,A_2^3+A_2^1+A_2^1+A_3^1,96,"[(2, 3, 1), (2, 1, 1), (2, 1, 1), (3, 1, 1)]"
1027,B_2^3+A_2^1+A_2^1+A_3^1,96,"[(2, 3, 2), (2, 1, 1), (2, 1, 1), (3, 1, 1)]"
1028,A_2^3+A_2^1+B_2^1+A_3^1,96,"[(2, 3, 1), (2, 1, 1), (2, 1, 2), (3, 1, 1)]"
1029,B_2^3+A_2^1+B_2^1+A_3^1,96,"[(2, 3, 2), (2, 1, 1), (2, 1, 2), (3, 1, 1)]"
1030,A_2^3+B_2^1+B_2^1+A_3^1,96,"[(2, 3, 1), (2, 1, 2), (2, 1, 2), (3, 1, 1)]"
1031,B_2^3+B_2^1+B_2^1+A_3^1,96,"[(2, 3, 2), (2, 1, 2), (2, 1, 2), (3, 1, 1)]"
1032,A_2^3+E_2^1+A_3^1,96,"[(2, 3, 1), (2, 1, 5), (3, 1, 1)]"
1033,B_2^3+E_2^1+A_3^1,96,"[(2, 3, 2), (2, 1, 5), (3, 1, 1)]"
1034,C_2^3+E_2^1+A_3^1,96,"[(2, 3, 3), (2, 1, 5), (3, 1, 1)]"
1035,D_2^3+E_2^1+A_3^1,96,"[(2, 3, 4), (2, 1, 5), (3, 1, 1)]"
1036,A_2^3+F_2^1+A_3^1,96,"[(2, 3, 1), (2, 1, 6), (3, 1, 1)]"
1037,B_2^3+F_2^1+A_3^1,96,"[(2, 3, 2), (2, 1, 6), (3, 1, 1)]"
1038,C_2^3+F_2^1+A_3^1,96,"[(2, 3, 3), (2, 1, 6), (3, 1, 1)]"
1039,D_2^3+F_2^1+A_3^1,96,"[(2, 3, 4), (2, 1, 6), (3, 1, 1)]"
1040,A_2^3+A_2^1+A_2^1+B_3^1,96,"[(2, 3, 1), (2, 1, 1), (2, 1, 1), (3, 1, 2)]"
1041,B_2^3+A_2^1+A_2^1+B_3^1,96,"[(2, 3, 2), (2, 1, 1), (2, 1, 1), (3, 1, 2)]"
1042,A_2^3+A_2^1+B_2^1+B_3^1,96,"[(2, 3, 1), (2, 1, 1), (2, 1, 2), (3, 1, 2)]"
1043,B_2^3+A_2^1+B_2^1+B_3^1,96,"[(2, 3, 2), (2, 1, 1), (2, 1, 2), (3, 1, 2)]"
1044,A_2^3+B_2^1+B_2^1+B_3^1,96,"[(2, 3, 1), (2, 1, 2), (2, 1, 2), (3, 1, 2)]"
1045,B_2^3+B_2^1+B_2^1+B_3^1,96,"[(2, 3, 2), (2, 1, 2), (2, 1, 2), (3, 1, 2)]"
1046,A_2^3+E_2^1+B_3^1,96,"[(2, 3, 1), (2, 1, 5), (3, 1, 2)]"
1047,B_2^3+E_2^1+B_3^1,96,"[(2, 3, 2), (2, 1, 5), (3, 1, 2)]"
1048,C_2^3+E_2^1+B_3^1,96,"[(2, 3, 3), (2, 1, 5), (3, 1, 2)]"
1049,D_2^3+E_2^1+B_3^1,96,"[(2, 3, 4), (2, 1, 5), (3, 1, 2)]"
1050,A_2^3+F_2^1+B_3^1,96,"[(2, 3, 1), (2, 1, 6), (3, 1, 2)]"
1051,B_2^3+F_2^1+B_3^1,96,"[(2, 3, 2), (2, 1, 6), (3, 1, 2)]"
1052,C_2^3+F_2^1+B_3^1,96,"[(2, 3, 3), (2, 1, 6), (3, 1, 2)]"
1053,D_2^3+F_2^1+B_3^1,96,"[(2, 3, 4), (2, 1, 6), (3, 1, 2)]"
1054,A_2^2+A_2^2+A_2^1+A_3^1,96,"[(2, 2, 1), (2, 2, 1), (2, 1, 1), (3, 1, 1)]"
1055,A_2^2+B_2^2+A_2^1+A_3^1,96,"[(2, 2, 1), (2, 2, 2), (2, 1, 1), (3, 1, 1)]"
1056,B_2^2+B_2^2+A_2^1+A_3^1,96,"[(2, 2, 2), (2, 2, 2), (2, 1, 1), (3, 1, 1)]"
1057,B_2^2+C_2^2+A_2^1+A_3^1,96,"[(2, 2, 2), (2, 2, 3), (2, 1, 1), (3, 1, 1)]"
1058,E_2^2+A_2^1+A_3^1,96,"[(2, 2, 5), (2, 1, 1), (3, 1, 1)]"
1059,E_2^2+B_2^1+A_3^1,96,"[(2, 2, 5), (2, 1, 2), (3, 1, 1)]"
1060,A_2^2+A_2^2+A_2^1+B_3^1,96,"[(2, 2, 1), (2, 2, 1), (2, 1, 1), (3, 1, 2)]"
1061,A_2^2+B_2^2+A_2^1+B_3^1,96,"[(2, 2, 1), (2, 2, 2), (2, 1, 1), (3, 1, 2)]"
1062,B_2^2+B_2^2+A_2^1+B_3^1,96,"[(2, 2, 2), (2, 2, 2), (2, 1, 1), (3, 1, 2)]"
1063,B_2^2+C_2^2+A_2^1+B_3^1,96,"[(2, 2, 2), (2, 2, 3), (2, 1, 1), (3, 1, 2)]"
1064,E_2^2+A_2^1+B_3^1,96,"[(2, 2, 5), (2, 1, 1), (3, 1, 2)]"
1065,E_2^2+B_2^1+B_3^1,96,"[(2, 2, 5), (2, 1, 2), (3, 1, 2)]"
1066,A_2^2+A_2^1+A_2^1+A_2^1+A_3^1,96,"[(2, 2, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (3, 1, 1)]"
1067,B_2^2+A_2^1+A_2^1+A_2^1+A_3^1,96,"[(2, 2, 2), (2, 1, 1), (2, 1, 1), (2, 1, 1), (3, 1, 1)]"
1068,C_2^2+A_2^1+A_2^1+A_2^1+A_3^1,96,"[(2, 2, 3), (2, 1, 1), (2, 1, 1), (2, 1, 1), (3, 1, 1)]"
1069,D_2^2+A_2^1+A_2^1+A_2^1+A_3^1,96,"[(2, 2, 4), (2, 1, 1), (2, 1, 1), (2, 1, 1), (3, 1, 1)]"
1070,A_2^2+A_2^1+A_2^1+A_2^1+B_3^1,96,"[(2, 2, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (3, 1, 2)]"
1071,B_2^2+A_2^1+A_2^1+A_2^1+B_3^1,96,"[(2, 2, 2), (2, 1, 1), (2, 1, 1), (2, 1, 1), (3, 1, 2)]"
1072,C_2^2+A_2^1+A_2^1+A_2^1+B_3^1,96,"[(2, 2, 3), (2, 1, 1), (2, 1, 1), (2, 1, 1), (3, 1, 2)]"
1073,D_2^2+A_2^1+A_2^1+A_2^1+B_3^1,96,"[(2, 2, 4), (2, 1, 1), (2, 1, 1), (2, 1, 1), (3, 1, 2)]"
1074,A_2^1+A_2^1+A_2^1+A_2^1+A_2^1+A_3^1,96,"[(2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (3, 1, 1)]"
1075,A_2^1+A_2^1+A_2^1+A_2^1+B_2^1+A_3^1,96,"[(2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 2), (3, 1, 1)]"
1076,A_2^1+A_2^1+A_2^1+B_2^1+B_2^1+A_3^1,96,"[(2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 2), (2, 1, 2), (3, 1, 1)]"
1077,A_2^1+A_2^1+B_2^1+B_2^1+B_2^1+A_3^1,96,"[(2, 1, 1), (2, 1, 1), (2, 1, 2), (2, 1, 2), (2, 1, 2), (3, 1, 1)]"
1078,A_2^1+A_2^1+A_2^1+A_2^1+A_2^1+B_3^1,96,"[(2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (3, 1, 2)]"
1079,A_2^1+A_2^1+A_2^1+A_2^1+B_2^1+B_3^1,96,"[(2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 2), (3, 1, 2)]"
1080,A_2^1+A_2^1+A_2^1+B_2^1+B_2^1+B_3^1,96,"[(2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 2), (2, 1, 2), (3, 1, 2)]"
1081,A_2^1+A_2^1+B_2^1+B_2^1+B_2^1+B_3^1,96,"[(2, 1, 1), (2, 1, 1), (2, 1, 2), (2, 1, 2), (2, 1, 2), (3, 1, 2)]"
1082,A_97^1,97,"[(97, 1, 1)]"
1083,B_97^1,97,"[(97, 1, 2)]"
1084,A_2^1+A_7^2,98,"[(2, 1, 1), (7, 2, 1)]"
1085,B_2^1+A_7^2,98,"[(2, 1, 2), (7, 2, 1)]"
1086,A_2^1+B_7^2,98,"[(2, 1, 1), (7, 2, 2)]"
1087,B_2^1+B_7^2,98,"[(2, 1, 2), (7, 2, 2)]"
1088,A_2^1+A_7^1+A_7^1,98,"[(2, 1, 1), (7, 1, 1), (7, 1, 1)]"
1089,B_2^1+A_7^1+A_7^1,98,"[(2, 1, 2), (7, 1, 1), (7, 1, 1)]"
1090,A_3^2+A_11^1,99,"[(3, 2, 1), (11, 1, 1)]"
1091,B_3^2+A_11^1,99,"[(3, 2, 2), (11, 1, 1)]"
1092,A_3^2+B_11^1,99,"[(3, 2, 1), (11, 1, 2)]"
1093,B_3^2+B_11^1,99,"[(3, 2, 2), (11, 1, 2)]"
1094,A_3^1+A_3^1+A_11^1,99,"[(3, 1, 1), (3, 1, 1), (11, 1, 1)]"
1095,A_3^1+A_3^1+B_11^1,99,"[(3, 1, 1), (3, 1, 1), (11, 1, 2)]"
1096,A_2^2+A_5^2,100,"[(2, 2, 1), (5, 2, 1)]"
1097,B_2^2+A_5^2,100,"[(2, 2, 2), (5, 2, 1)]"
1098,C_2^2+A_5^2,100,"[(2, 2, 3), (5, 2, 1)]"
1099,D_2^2+A_5^2,100,"[(2, 2, 4), (5, 2, 1)]"
1100,A_2^2+B_5^2,100,"[(2, 2, 1), (5, 2, 2)]"
1101,B_2^2+B_5^2,100,"[(2, 2, 2), (5, 2, 2)]"
1102,C_2^2+B_5^2,100,"[(2, 2, 3), (5, 2, 2)]"
1103,D_2^2+B_5^2,100,"[(2, 2, 4), (5, 2, 2)]"
1104,A_2^2+A_5^1+A_5^1,100,"[(2, 2, 1), (5, 1, 1), (5, 1, 1)]"
1105,B_2^2+A_5^1+A_5^1,100,"[(2, 2, 2), (5, 1, 1), (5, 1, 1)]"
1106,C_2^2+A_5^1+A_5^1,100,"[(2, 2, 3), (5, 1, 1), (5, 1, 1)]"
1107,D_2^2+A_5^1+A_5^1,100,"[(2, 2, 4), (5, 1, 1), (5, 1, 1)]"
1108,A_2^1+A_2^1+A_5^2,100,"[(2, 1, 1), (2, 1, 1), (5, 2, 1)]"
1109,A_2^1+B_2^1+A_5^2,100,"[(2, 1, 1), (2, 1, 2), (5, 2, 1)]"
1110,B_2^1+B_2^1+A_5^2,100,"[(2, 1, 2), (2, 1, 2), (5, 2, 1)]"
1111,E_2^1+A_5^2,100,"[(2, 1, 5), (5, 2, 1)]"
1112,F_2^1+A_5^2,100,"[(2, 1, 6), (5, 2, 1)]"
1113,A_2^1+A_2^1+B_5^2,100,"[(2, 1, 1), (2, 1, 1), (5, 2, 2)]"
1114,A_2^1+B_2^1+B_5^2,100,"[(2, 1, 1), (2, 1, 2), (5, 2, 2)]"
1115,B_2^1+B_2^1+B_5^2,100,"[(2, 1, 2), (2, 1, 2), (5, 2, 2)]"
